Year,Country,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Stateless persons,Others of concern,Ref and Asyl,SUM REFUGEE,GDP_annual_change,Adjusted savings: net national savings (current US$),Adjusted savings: particulate emission damage (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Air transport, passengers carried",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Death rate, crude (per 1,000 people)",Domestic general government health expenditure per capita (current US$),Domestic private health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GNI growth (annual %),"International tourism, expenditures (current US$)","International tourism, receipts (current US$)",Military expenditure (current USD),Population growth (annual %),Prevalence of undernourishment (% of population),Refugee population by country or territory of asylum,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Net official flows from UN agencies: Total,Country / Economy,Region,Income,Intl tourism expenditures recipts and asylum seekers,Intl tourism expenditures receipts and military,net inflows UN and refugee pop,SUM REFUGEE and undernourishment
2016,Gambia,7936.0,0.0,0.0,0.0,0.0,7936.0,7936.0,3.231784734561471,13622999.32,24676949.8,80.7266,44330.0,3.68266177,25.43909264,8.191,8.90946057,7.26383978,47.75618,0.174488725,1.766709971,2.449267415,7199999.809,88000000.0,1009216433.0,2.988373007,11.7,7936.0,6.0,9.498000145,11181392.8,Gambia,SUB-SAHARAN AFRICA ,LOW-INCOME  ,0.0,6.394395149858902e+23,88735533260.8,92851.2
2017,Gambia,8039.0,5.0,0.0,0.0,0.0,8044.0,8044.0,3.231784734561471,-35494581.63,24253345.31,78.185,53735.0,4.14472675,28.17404747,8.044,7.21207259,7.20495608,47.75707,0.180677532,1.447227029,4.873185435,8500000.0,128000000.0,1009216433.0,2.969069585,11.9,8039.0,6.0,9.484999657,14774544.8,Gambia,SUB-SAHARAN AFRICA ,LOW-INCOME  ,5440000000000000.0,1.098027479104e+24,118772565647.20001,95723.6
2018,Gambia,4027.0,349.0,0.0,0.0,0.0,4376.0,4376.0,3.231784734561471,-48349681.81,26875328.59,75.7058,104891.3948,4.8878727,35.81452942,7.887,7.84882874,7.86180341,47.82604,0.194421809,1.929745002,7.362245152,10399999.62,174000000.0,11487224.94,2.946012688,12.4,4027.0,6.0,9.475999832,17406984.62,Gambia,SUB-SAHARAN AFRICA ,LOW-INCOME  ,6.315503769241199e+17,2.0787281491888683e+22,70097927064.74,54262.4
2016,Georgia,2122.0,305.0,273765.0,580.0,0.0,2427.0,276772.0,2.90643878,460899090.2,71293146.03,47.456,220448.0,7.99670744,301.5457764,12.992,110.4871741,184.250516,80.79351,16.9604403,20.92993313,0.447131859,706000000.0,2315000000.0,315194446.3,0.059816599,8.3,2122.0,9.0,16.60000038,2369096.286,Georgia,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,4.9848895e+20,5.15150651088257e+26,5027222318.891999,2297207.6
2017,Georgia,2089.0,530.0,278103.0,587.0,0.0,2619.0,281309.0,4.842603225,817147707.2,72709178.06,46.408,341751.0,7.05804443,285.9877014,12.918,106.4327573,172.7549199,83.01189,19.47780786,17.80684888,4.38967294,853000000.0,2971000000.0,321136644.6,0.013386075,8.3,2089.0,9.0,13.93999958,4159805.946,Georgia,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,1.34315939e+21,8.138447163539298e+26,8689834621.194,2334864.7
2018,Georgia,1987.0,677.0,282382.0,566.0,0.0,2664.0,285612.0,4.842919885,1302411562.0,79618421.13,45.1848,516034.0,7.11329746,312.7469177,12.849,123.4146111,187.6580806,83.4992,21.53768403,15.11008653,5.941070674,960000000.0,3518000000.0,333912381.8,-0.039036546,8.1,1987.0,9.0,12.67000008,8374597.922,Georgia,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,2.28641856e+21,1.127715608805504e+27,16640326071.014,2313457.1999999997
2019,Georgia,1355.0,1111.0,286216.0,559.0,593.0,2466.0,289834.0,4.982350475,1611168549.0,74297011.19,43.9616,509913.0,6.65744257,291.1220398,12.791,118.8232549,170.7610404,83.73393,23.56120512,13.00556825,4.324796561,1124000000.0,3551000000.0,310614128.5,-0.17156574,8.7,1355.0,9.0,11.56999969,12659872.99,Georgia,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,4.434360964e+21,1.239761625821134e+27,17154127901.45,2521555.8
2016,Germany,669468.0,587306.0,0.0,12017.0,0.0,1256774.0,1268791.0,2.229999868,370000000000.0,2293446637.0,8.0886,116713587.0,11.23563671,4744.23,11.1,3666.120573,1078.109117,79.5543,38.76437445,55.1136675,3.029828024,87412000000.0,52234000000.0,39855047309.0,0.807218539,2.5,669468.0,6.0,4.119999886,0.0,Germany,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.681567784288848e+27,1.819732999579816e+32,0.0,3171977.5
2017,Germany,970357.0,429265.0,0.0,13458.0,0.0,1399622.0,1413080.0,2.680231114,393000000000.0,2338092012.0,8.095,114160685.0,11.32935143,5055.82,11.3,3929.435402,1126.372439,79.34962,40.21768674,53.71504308,2.229785151,97163000000.0,55750000000.0,42210258091.0,0.37372456,2.5,970357.0,6.0,3.75,0.0,Germany,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.32525864212125e+27,2.2864609835944267e+32,0.0,3532700.0
2018,Germany,1063835.0,369239.0,0.0,14779.0,0.0,1433074.0,1447853.0,1.086024514,419000000000.0,2524910017.0,7.8568,109796202.2,11.45038891,5481.99,11.5,4252.241002,1229.746346,79.34794,41.08544014,51.12817752,1.492191543,104000000000.0,59446000000.0,46423020903.0,0.300526702,2.5,1063835.0,6.0,3.380000114,0.0,Germany,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.282777285776e+27,2.870049416623728e+32,0.0,3619632.5
2019,Germany,1146682.0,310957.0,0.0,14947.0,0.0,1457639.0,1472586.0,1.055508247,384000000000.0,2494723168.0,7.6186,109633750.7,11.69724941,5440.25,11.3,4228.478025,1211.760064,79.71004,41.99327095,48.373359,1.289786914,101000000000.0,58372000000.0,49007512315.0,0.225519874,2.5,1146682.0,6.0,3.140000105,0.0,Germany,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.833269382404e+27,2.8892731739396916e+32,0.0,3681465.0
2016,Ghana,11866.0,1365.0,0.0,0.0,0.0,13231.0,13231.0,3.37346575,3638293008.0,704475064.5,67.644,359516.0,3.46157742,66.85624695,7.533,25.64308184,32.65725197,58.03559,0.304038225,0.882980428,2.373997736,1571000000.0,952000000.0,161751874.3,2.24660996,7.6,11866.0,6.0,5.52699995,23596051.07,Ghana,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,2.04148308e+21,2.4191480918808563e+26,279990741996.62,100555.59999999999
2017,Ghana,12153.0,1303.0,0.0,0.0,0.0,13456.0,13456.0,8.128894881,6735048892.0,696510612.4,66.611,681691.0,3.35796332,68.02945709,7.414,22.02634508,36.80819195,58.37525,0.195079471,1.035493922,7.131049111,1581000000.0,919000000.0,189129841.5,2.220504882,7.1,12153.0,6.0,4.21999979,18132001.26,Ghana,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.893179517e+21,2.747941227791685e+26,220358211312.78003,95537.59999999999
2018,Ghana,11896.0,1312.0,0.0,0.0,0.0,13208.0,13208.0,6.200077681,6424576037.0,779445912.4,65.7842,467624.0,3.48865867,76.83074188,7.309,30.31431857,38.04810573,60.43442,0.205824537,0.93519013,6.588631938,1329000000.0,996000000.0,218444253.6,2.192852874,6.4,11896.0,6.0,4.276000023,24507535.73,Ghana,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.736673408e+21,2.8915116338226238e+26,291541645044.08,84531.20000000001
2019,Ghana,11946.0,1518.0,0.0,0.0,0.0,13464.0,13464.0,6.507774794,9274472342.0,674363033.0,64.9574,597343.0,3.41858864,75.28166199,7.219,30.29393762,36.49999348,59.96017,0.192380423,0.948557979,6.929776651,1380000000.0,1490000000.0,233320137.0,2.162584462,6.1,11946.0,6.0,4.315999985,56977359.56,Ghana,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,3.1213116e+21,4.797528656994e+26,680651537303.76,82130.4
2016,Greece,46411.0,39960.0,0.0,198.0,0.0,86371.0,86569.0,-0.487173294,-15027919081.0,212993013.0,7.4862,12689082.0,8.32109451,1488.19812,11.0,775.6728506,708.6576298,67.08976,34.0552614,48.99537785,-0.465165342,3412000000.0,16811000000.0,4963484464.0,-0.415913028,2.5,46411.0,2.0,23.54000092,0.0,Greece,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.29207091472e+24,2.8470116055052525e+29,0.0,216422.5
2017,Greece,38988.0,44188.0,0.0,198.0,0.0,83176.0,83374.0,1.09214912,-13897160384.0,215470287.0,7.223,13852857.0,8.10309219,1505.945923,11.6,784.6848317,718.561727,67.11485,35.74706347,48.97582183,0.747292174,3306000000.0,19139000000.0,5088178883.0,-0.197783225,2.5,38988.0,2.0,21.48999977,0.0,Greece,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.795930920392e+24,3.2194705955158254e+29,0.0,208435.0
2018,Greece,61446.0,76057.0,0.0,198.0,0.0,137503.0,137701.0,1.668428636,-14161827740.0,227045794.7,6.9376,15125933.52,7.95876884,1572.684204,11.2,812.4786248,758.0693751,67.40997,37.6522655,48.26044744,0.164659355,3910000000.0,21594000000.0,5757114361.0,-0.202880238,2.5,61446.0,2.0,19.29000092,0.0,Greece,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,6.42168569478e+24,4.86087788569707e+29,0.0,344252.5
2019,Greece,80454.0,105684.0,0.0,4734.0,0.0,186138.0,190872.0,1.803595256,-10209276749.0,225743114.1,6.6522,16124738.33,7.83788586,1500.594971,11.7,722.1691625,776.3569018,68.42391,39.2542671,46.0296817,1.771321006,4211000000.0,23003000000.0,5471562920.0,-0.105339393,2.5,80454.0,2.0,17.30999947,0.0,Greece,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.0237147557972e+25,5.300064057451283e+29,0.0,477180.0
2016,Guatemala,295.0,0.0,0.0,0.0,23900.0,295.0,24195.0,2.677802555,1378646607.0,436244679.3,72.4582,111830.0,6.07008219,241.7825317,4.791,91.12022206,146.6803934,61.95631,3.05130363,14.80291111,2.906495231,1032000000.0,1202699951.0,290912704.0,1.658073318,16.4,295.0,9.0,2.579999924,10374708.44,Guatemala,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,0.0,3.6107687708115195e+26,3060538989.7999997,396797.99999999994
2017,Guatemala,360.0,28.0,0.0,0.0,62200.0,388.0,62588.0,3.079851491,1096515097.0,459068712.4,70.93,155524.0,6.13921785,259.9125061,4.762,93.16503031,163.9344426,61.52534,3.139231107,14.54988688,3.147609207,1066000000.0,1217599976.0,275014798.5,1.6276538,16.3,360.0,9.0,2.460000038,13658763.32,Guatemala,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,3.6342924083648e+19,3.56958640848759e+26,4917154795.2,1020184.4
2018,Guatemala,380.0,251.0,0.0,0.0,110600.0,631.0,111231.0,3.322097997,1532551502.0,468891866.0,69.756,145795.0,6.12415409,259.6201782,4.738,93.48613757,161.7664085,62.53299,10.74233783,14.12403947,3.378154021,1105000000.0,1235099976.0,273114976.8,1.600385982,16.0,380.0,9.0,2.279999971,11886511.89,Guatemala,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,3.4256115384348e+20,3.727433529264672e+26,4516874518.2,1779696.0
2019,Guatemala,408.0,631.0,0.0,0.0,110600.0,1039.0,111639.0,3.866856575,3573030515.0,448500234.9,68.582,107350.0,6.21161032,271.0212708,4.72,104.1401696,164.5308704,62.59562,10.74233783,11.22776295,4.085820617,1128000000.0,1227199951.0,331882551.6,1.560386048,16.8,408.0,9.0,2.190000057,19499490.47,Guatemala,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,8.73481654723368e+20,4.594188911971182e+26,7955792111.759999,1875535.2000000002
2016,Guinea,5067.0,104.0,0.0,0.0,0.0,5171.0,5171.0,10.82062144,-755814157.7,149109880.8,137.4098,4048658.0,5.39708233,39.52141953,9.013,4.86054411,23.89802429,45.97639,0.00937093,0.0,10.70816069,16299999.24,16600000.38,161856744.5,2.644357731,5.3,5067.0,6.0,4.880000114,27404123.0,Guinea,SUB-SAHARAN AFRICA ,LOW-INCOME  ,2.8140319332111972e+16,4.379519688736594e+22,138856691241.0,27406.3
2017,Guinea,5156.0,108.0,0.0,0.0,0.0,5264.0,5264.0,10.30000049,261267860.8,166151730.2,135.294,4048658.0,3.91060591,33.49687195,8.715,5.13911695,25.17711581,46.71106,0.009339119,0.0,11.71831663,102400001.5,16600000.38,181637775.9,2.764879904,5.3,5156.0,6.0,4.914000034,24541663.56,Guinea,SUB-SAHARAN AFRICA ,LOW-INCOME  ,1.835827268916961e+17,3.087551685765259e+23,126536817315.36,27899.2
2018,Guinea,4294.0,1578.0,0.0,0.0,0.0,5872.0,5872.0,6.358491927,-830028368.0,173454959.7,133.365,4048658.0,3.63913226,35.70616531,8.452,5.89686852,25.95555867,49.26216,0.009770995,0.0,3.031488319,411700012.2,4699999.809,197079526.4,2.833117512,5.3,4294.0,6.0,4.982999802,33270309.31,Guinea,SUB-SAHARAN AFRICA ,LOW-INCOME  ,3.05341418639696e+18,3.813469085919862e+23,142862708177.13998,31121.6
2019,Guinea,4964.0,1980.0,0.0,0.0,0.0,6944.0,6944.0,5.646175568,-653159590.6,189121274.3,131.436,4048658.0,3.98389959,43.03782272,8.225,9.69383403,28.69743497,49.42922,0.009787612,13.06511605,4.044594615,419500000.0,10399999.62,197754330.7,2.834784817,5.3,4964.0,6.0,5.019999981,63385882.23,Guinea,SUB-SAHARAN AFRICA ,LOW-INCOME  ,8.638343684368199e+18,8.62762562453942e+23,314647519389.72,36803.2
2018,Guinea-Bissau,4853.0,21.0,0.0,0.0,0.0,4874.0,4874.0,1.283736703,58608902.61,28069224.14,103.2252,4048658.0,7.62560892,61.23582077,9.612,4.44476206,41.02300317,43.19038,0.064237212,0.0,-2.706443941,74599998.47,20000000.0,20139128.81,2.493505196,5.3,4853.0,6.0,5.981999874,16775442.11,Guinea-Bissau,SUB-SAHARAN AFRICA ,LOW-INCOME  ,3.13319993574e+16,3.0047579568262655e+22,81411220559.83,25832.2
2016,Haiti,5.0,0.0,0.0,2302.0,0.0,5.0,2307.0,1.812468078,827142529.9,321094324.8,52.854,4048658.0,4.90023947,59.13440323,8.759,6.51630312,23.38676135,37.73652,0.012435459,0.05250937,1.890539606,503000000.0,511000000.0,64514.31661,1.341394984,46.7,5.0,2.0,13.92500019,23333668.05,Haiti,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,0.0,1.658230834121813e+22,116668340.25,107736.90000000001
2017,Haiti,5.0,0.0,0.0,2302.0,0.0,5.0,2307.0,2.510271345,748921320.6,326075757.0,51.676,4048658.0,4.78747177,62.79301834,8.638,7.39196048,28.10719836,37.74675,0.272254631,0.053922807,2.564744897,485000000.0,460000000.0,73613.49246,1.305020463,48.0,5.0,2.0,13.87699986,23253884.92,Haiti,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,0.0,1.6423170167826e+22,116269424.60000001,110736.0
2018,Haiti,5.0,0.0,0.0,2992.0,0.0,5.0,2997.0,1.667810955,1077103208.0,365911837.1,50.9536,4048658.0,4.57474232,63.13831329,8.534,7.69670437,31.37822167,37.85895,0.279596353,0.05324018,1.577768576,599000000.0,620000000.0,139683.8816,1.274050225,47.9,5.0,2.0,13.85999966,21960660.11,Haiti,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,0.0,5.1875799948608e+22,109803300.55,143556.3
2019,Haiti,0.0,5.0,0.0,0.0,0.0,5.0,5.0,-1.684595081,1505511927.0,325489772.9,50.2312,4048658.0,4.72808981,56.99440002,8.448,6.2798543,27.65341349,40.72493,0.276123479,0.052845239,-1.649794724,554000000.0,2651000000.0,113017.4895,1.249854229,46.8,5253.5,2.0,13.91499996,49872659.28,Haiti,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,7.34327e+18,1.65983588024133e+23,262006015527.48,234.0
2016,Honduras,16.0,10.0,174000.0,0.0,4800.0,26.0,178826.0,3.892972197,3205874540.0,137322696.8,74.3484,275587.0,7.69098616,180.1677551,4.423,72.02622585,99.18885959,55.73586,2.377207133,4.777680879,3.667898341,482000000.0,585000000.0,363272338.5,1.71775975,13.8,16.0,8.0,6.730000019,9320690.497,Honduras,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,2.8197e+18,1.02431901286845e+26,149131047.952,2467798.8000000003
2017,Honduras,27.0,11.0,174000.0,0.0,3200.0,38.0,177238.0,4.842913911,4217725362.0,143119224.1,72.912,248964.0,6.98996687,171.5148926,4.428,69.61938581,95.54637632,55.88601,2.52721043,5.208466676,5.777939524,517000000.0,610000000.0,398460128.4,1.692271482,13.2,27.0,8.0,5.53000021,8448986.828,Honduras,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,3.46907e+18,1.2566237069350799e+26,228122644.356,2339541.6
2018,Honduras,28.0,55.0,174001.0,0.0,5200.0,83.0,179284.0,3.84499477,3584189821.0,145812990.3,71.8464,411989.0,7.21891975,180.889801,4.437,70.95574395,104.5669095,55.97099,3.701279642,5.548920774,2.209004376,558000000.0,601000000.0,385320064.2,1.667082227,13.1,28.0,8.0,5.650000095,7281022.385,Honduras,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,1.844469e+19,1.292201660899836e+26,203868626.78,2348620.4
2019,Honduras,75.0,109.0,247090.0,0.0,6000.0,184.0,253274.0,2.653066255,4231274326.0,138552117.0,70.7808,321243.0,7.2839179,187.5543366,4.45,73.45335214,109.1359295,56.26791,4.005461868,5.028700148,2.963062349,655000000.0,556000000.0,407390257.8,1.640617842,13.5,75.0,8.0,5.699999809,15921315.78,Honduras,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,3.969562e+19,1.4836338408560401e+26,1194098683.5,3419199.0
2016,Hungary,4736.0,3396.0,0.0,135.0,0.0,8132.0,8267.0,2.191960369,11841665663.0,214015457.9,23.2462,21399963.0,6.99535179,914.1935425,13.0,619.0103095,295.1831551,71.3825,28.85809714,31.98752176,4.765902402,2738000000.0,7481000000.0,1288676093.0,-0.295110605,2.5,4736.0,9.0,5.110000134,0.0,Hungary,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,6.9560193288e+22,2.6395924062044954e+28,0.0,20667.5
2017,Hungary,5671.0,666.0,0.0,139.0,0.0,6337.0,6476.0,4.268557419,12224305273.0,227245527.1,23.979,26066294.0,6.75595856,985.7990112,13.5,673.7267033,312.07234,72.6828,30.38683232,32.1855598,2.233837647,3049000000.0,8448000000.0,1463013911.0,-0.265860932,2.5,5671.0,9.0,4.159999847,0.0,Hungary,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.7154796032e+22,3.7684242094870274e+28,0.0,16190.0
2018,Hungary,6019.0,120.0,0.0,144.0,0.0,6139.0,6283.0,5.359496489,17882099949.0,257102603.6,24.2756,31226848.0,6.54620171,1074.017578,13.4,747.0617673,326.9558151,73.23963,31.7234027,31.72526724,4.567806385,3239000000.0,9618000000.0,1791545365.0,-0.126786952,2.5,6019.0,9.0,3.710000038,0.0,Hungary,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,3.73832424e+21,5.581147887532623e+28,0.0,15707.5
2019,Hungary,5750.0,222.0,0.0,76.0,0.0,5972.0,6048.0,4.554063072,19563980986.0,263643063.8,24.5722,39803373.0,6.35002232,1062.394165,13.3,722.2391597,340.1549954,73.41584,32.93541273,31.48017606,6.113301236,3352000000.0,10225000000.0,2051055453.0,-0.04525571,2.5,5750.0,9.0,3.420000076,0.0,Hungary,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,7.6088724e+21,7.02982848072126e+28,0.0,15120.0
2017,Iceland,361.0,327.0,0.0,85.0,0.0,688.0,773.0,4.194948829,1759539353.0,3598443.112,6.269,7242611.0,8.30908108,6144.546387,6.5,5036.493596,1108.052993,78.99464,40.25921595,43.72489855,3.1814661893366343,1454000000.0,2651000000.0,0.0,2.345582676,2.5,361.0,4.0,2.74000001,0.0,Iceland,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.260439158e+21,0.0,0.0,1932.5
2016,India,197848.0,9209.0,0.0,0.0,0.0,207057.0,207057.0,8.256305502,469000000000.0,26782457098.0,16.152,119577835.0,3.50430417,60.60255051,7.195,16.26476444,43.94884325,55.94046,1.408310236,1.842482612,7.29946829,19184000000.0,23111000000.0,56637622641.0,1.090459321,14.2,197848.0,6.0,5.422999859,104694949.3,India,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,4.082915353616e+24,2.5110937026088403e+31,20713686329106.4,2940209.4
2017,India,197142.0,10508.0,0.0,0.0,0.0,207650.0,207650.0,6.795383419,558000000000.0,29383251281.0,13.177,139752424.0,2.93597651,57.55659103,7.21,18.96377172,38.25397734,60.9076,1.333856253,1.735645771,7.823742636,21856000000.0,27878000000.0,64559435281.0,1.06335943,13.8,197142.0,8.0,5.357999802,109485446.6,India,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,6.402540876544e+24,3.9336165145907823e+31,21584179913617.2,2865570.0
2018,India,195887.0,11938.0,0.0,0.0,0.0,207825.0,207825.0,6.532989011,561000000000.0,30056150165.0,12.0708,164035637.5,2.95175385,60.26567459,7.234,18.12649097,41.63266806,67.49639,1.343296766,1.616701793,6.546803472,25790000000.0,29143000000.0,66257801718.0,1.037827848,14.0,195887.0,9.0,5.329999924,101994470.9,India,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,8.97257656586e+24,4.9799229267911315e+31,19979390921188.3,2909550.0
2019,India,195103.0,12385.0,0.0,17730.0,0.0,207488.0,225218.0,4.041554187,513000000000.0,31096127469.0,10.9646,167499116.0,3.0141468,63.74832153,7.265,20.90209403,42.31466403,71.04511,1.401954779,1.537197094,4.164757547,28595000000.0,31661000000.0,71468900524.0,1.013261249,15.3,195103.0,9.0,5.269999981,192563042.7,India,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,1.1212713863575e+25,6.470410429712696e+31,37569627319898.1,3445835.4000000004
2016,Indonesia,7824.0,6558.0,0.0,0.0,0.0,14382.0,14382.0,5.033069183,127000000000.0,5350546968.0,47.9942,99274010.0,3.02147222,107.6494904,6.418,49.00949981,58.07225617,64.66011,1.998572155,4.111125853,5.167672061,9932000000.0,12566000000.0,7396626075.0,1.220591058,6.8,7824.0,6.0,4.300000191,32793158.17,Indonesia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,8.18474547696e+23,9.231397043629254e+29,256573669522.08002,97797.59999999999
2017,Indonesia,9782.0,4016.0,0.0,0.0,0.0,13798.0,13798.0,5.069785901,151000000000.0,5666259715.0,47.374,108393123.0,2.90417194,111.4498673,6.433,51.80135018,58.88374802,66.86799,2.348724875,4.176558768,5.070014466,10945000000.0,14691000000.0,8797528450.0,1.176197424,6.4,9782.0,6.0,3.880000114,24704483.16,Indonesia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,6.457446679199999e+23,1.4145809480732077e+30,241659254271.12,88307.20000000001
2018,Indonesia,10786.0,3196.0,0.0,0.0,0.0,13982.0,13982.0,5.17429154,171000000000.0,5832438226.0,46.9052,115154100.9,2.86757827,111.6594696,6.465,54.35259666,56.85467873,68.184,3.315312884,3.102138512,5.354495998,13171000000.0,17915000000.0,7556824711.0,1.13450698,6.4,10786.0,6.0,4.400000095,16182811.44,Indonesia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,7.5412325414e+23,1.7830967590816285e+30,174547804191.84,89484.8
2019,Indonesia,10287.0,3476.0,0.0,582.0,0.0,13763.0,14345.0,5.018159715,169000000000.0,5993430646.0,46.4364,91323153.0,2.90493584,120.1249619,6.51,58.78513115,60.67173695,69.57879,3.800218906,3.570296433,4.983775721,14449000000.0,18405000000.0,9003028193.0,1.097926437,6.5,10287.0,6.0,3.619999886,56181287.41,Indonesia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,9.243860452200001e+23,2.3942099040078922e+30,577936903586.6699,93242.5
2016,Iran (Islamic Rep. of),979435.0,91.0,0.0,0.0,0.0,979526.0,979526.0,3.231784734561471,6080644355.0,1075471694.0,39.4222,17084581.0,8.57090187,458.2581787,4.821,231.9248136,226.1861059,55.70786,9.562818677,38.7980937,13.42820318,11142000000.0,4634000000.0,12263957415.0,1.356225741,4.9,979435.0,2.0,12.61999989,21799064.78,Iran (Islamic Rep. of),MIDDLE EAST AND NORTH AFRICA ,,4.698514548e+21,6.3321299264208765e+29,21350767012799.3,4799677.4
2017,Iran (Islamic Rep. of),979435.0,84.0,0.0,0.0,0.0,979519.0,979519.0,3.231784734561471,6080644355.0,1124136311.0,40.635,26858178.78,8.42790699,481.5763855,4.835,248.3623008,233.1097618,55.69678,10.66014016,38.51300674,3.657399766,12568000000.0,4531000000.0,13931196490.0,1.385333802,5.2,979435.0,2.0,12.22999954,4856624.558,Iran (Islamic Rep. of),MIDDLE EAST AND NORTH AFRICA ,,4.783431072e+21,7.93320454290516e+29,4756748073964.73,5093498.8
2018,Iran (Islamic Rep. of),979435.0,33.0,0.0,0.0,0.0,979468.0,979468.0,3.231784734561471,6080644355.0,1150132534.0,40.6932,23029380.0,8.4627676,484.2865906,4.843,222.420958,261.7636805,58.63915,12.70539134,37.26364785,-5.750152769,9271000000.0,5252000000.0,11230852288.0,1.386478335,5.4,979435.0,2.0,12.18999958,13173571.0,Iran (Islamic Rep. of),MIDDLE EAST AND NORTH AFRICA ,,1.606812636e+21,5.468447081638761e+29,12902656512385.0,5289127.2
2016,Iraq,261863.0,11488.0,3604285.0,48200.0,3161.0,273351.0,3928997.0,13.78737302,4043169730.0,945335319.1,73.285,2019816.0,3.492342,159.7389526,4.889,32.71926967,126.433856,44.14072,10.74233783,5.547568805,13.83957422,7647000000.0,3120000000.0,5970383698.0,2.877231639,38.4,261863.0,0.0,10.81999969,18166364.13,Iraq,MIDDLE EAST AND NORTH AFRICA ,UPPER-MIDDLE-INCOME  ,2.7408805632e+23,1.4244523531245072e+29,4757098610174.189,150873484.79999998
2017,Iraq,277668.0,13035.0,2615988.0,47630.0,0.0,290703.0,2954321.0,-1.819750351,15649793689.0,1092282550.0,71.733,1591490.01,4.19215298,214.3563385,4.826,89.73070913,124.4474537,44.61783,11.42900974,8.622152378,-1.759300742,8093000000.0,2959000000.0,7416385135.0,2.540895973,37.9,277668.0,0.0,13.02000046,20814351.14,Iraq,MIDDLE EAST AND NORTH AFRICA ,UPPER-MIDDLE-INCOME  ,3.12151582545e+23,1.7760156169186526e+29,5779479252341.5205,111968765.89999999
2018,Iraq,283018.0,14013.0,1802832.0,47515.0,6.0,297031.0,2147384.0,2.633850991,20408968240.0,1249931578.0,71.7416,4812610.0,4.24407291,239.4129791,4.776,115.2330111,122.9745558,44.65481,11.68854336,7.038185338,2.538825048,7855000000.0,1986000000.0,6317977150.0,2.318453133,37.4,283018.0,0.0,12.9659996,21518302.79,Iraq,MIDDLE EAST AND NORTH AFRICA ,UPPER-MIDDLE-INCOME  ,2.1860322039e+23,9.85606330793145e+28,6090067019020.22,80312161.6
