OldIndex,Year,Country,data counts,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Stateless persons,Others of concern,Ref and Asyl,SUM REFUGEE,GDP_annual_change, Adjusted savings: net national savings (current US$) , Adjusted savings: particulate emission damage (current US$) ,"Adolescent fertility rate (births per 1,000 women ages 15-19)"," Air transport, passengers carried ",Current health expenditure (% of GDP), Current health expenditure per capita (current US$) ,"Death rate, crude (per 1,000 people)",Domestic general government health expenditure per capita (current US$),Domestic private health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GNI growth (annual %),"Internally displaced persons, new displacement associated with disasters (number of cases)","International tourism, expenditures (current US$)"," International tourism, receipts (current US$) ", Military expenditure (current USD) ,Population growth (annual %),Prevalence of undernourishment (% of population),Refugee population by country or territory of asylum,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Net official flows from UN agencies: Total
209,2018,China,29,321758,583,0,0,0,322341,322341,6.749773832,3.85E+12,62769078126,7.643,611439830,5.16790485,501.0593872,7.13,282.6797649,218.3763536,73.30366,28.53518942,13.4546491,6.421884856,3762000,,,2.33E+11,0.467672053,2.5,321758,3,4.28000021,51592781.69
367,2018,Gambia,29,4027,349,0,0,0,4376,4376,,-48349681.81,26875328.59,75.7058,104891.3948,4.8878727,35.81452942,7.887,7.84882874,7.86180341,47.82604,0.194421809,1.929745002,7.362245152,,10399999.62,174000000,11487224.94,2.946012688,12.4,4027,6,9.475999832,17406984.62
404,2017,Guinea,29,5156,108,0,0,0,5264,5264,10.30000049,261267860.8,166151730.2,135.294,,3.91060591,33.49687195,8.715,5.13911695,25.17711581,46.71106,0.009339119,0,11.71831663,710,102400001.5,16600000.38,181637775.9,2.764879904,,5156,6,4.914000034,24541663.56
535,2016,Lebanon,29,1012959,13724,0,0,4574,1026683,1031257,1.582054551,-7897190332,155836974.3,14.8948,2647258,7.914958,603.6184692,4.181,279.7438579,308.3321919,54.46561,,27.05072963,0.960938806,,5252000000,7373000000,2606456908,2.741932488,6.2,1476623,2,9.782999992,110350208.1
536,2017,Lebanon,29,998876,15321,0,0,4183,1014197,1018380,0.782014001,-9836776208,154709036.3,14.5,2879528,7.7873559,606.8374023,4.263,281.9671284,309.7000114,54.35106,,13.31326208,2.129276525,,5704000000,8086000000,2441074857,1.553078162,6.7,1468431,2,10.27400017,131768088.5
537,2018,Lebanon,29,949653,16404,0,0,3518,966057,969575,-1.702174807,-12174844940,159724142.3,14.2238,2981937,8.67463875,695.0587769,4.356,347.5361839,340.8699757,54.42282,,13.02632822,-1.891757637,,6395000000,8694000000,2775557816,0.585360849,7.2,1424728,2,10.79599953,117666927.6
580,2019,Madagascar,29,113,128,0,0,0,241,241,4.41123213,1096708974,202850000.1,105.8848,544458,3.68728375,19.84997559,5.933,6.38882659,7.85785083,47.72865,,,3.46609207,5700,319000000,951000000,76576631.11,2.65644588,43.2,113,2,1.856999993,94330992.7
677,2019,Nepal,29,19570,57,0,0,534,19627,20161,6.657055428,12975731989,309658145.6,63.677,1659671,4.44515085,53.24640274,6.322,13.21003497,33.69503847,63.1866,,,7.083016163,121000,713000000,801000000,428701839.2,1.809442486,4.8,19570,10,3.096999884,71654716.16
693,2017,Nicaragua,29,322,407,0,0,0,729,729,4.632533981,2218498689,44386278.66,84.99,,8.33672619,180.0031128,5.049,104.8743841,64.25170362,54.17112,3.290979923,5.886688575,4.17997525,20000,365000000,,86725444.84,1.274730664,17.6,322,1,3.299999952,14239132.33
694,2018,Nicaragua,29,321,126,0,0,357,447,804,-3.363687646,2061230192,42137109.97,83.3048,,8.58646584,173.4938355,5.061,103.936002,60.15667109,54.53967,2.975995209,5.039377459,-3.033641391,6900,349000000,,81593932.69,1.255375779,18.2,321,2,5.199999809,8674819.664
713,2019,North Macedonia,29,354,75,0,567,0,429,996,3.910419538,2139717381,38145067.73,14.601,,7.25409985,436.8871765,10.139,257.6222445,179.2648427,80.74807,21.80508472,19.22063261,3.414127968,,302000000,401000000,146093380.4,0.022971838,2.7,354,9,17.26000023,6614390.522
740,2016,Papua New Guinea,29,9529,16,0,0,0,9545,9545,5.489573153,,256618712.8,53.4388,1711274,2.33063054,58.48953247,7.632,42.11017144,5.93352307,59.33379,0.205518486,1.861755694,,1600,126599998.5,1600000.024,79051319.31,2.002492135,25.2,9529,9,2.483999968,14282712.82
991,2017,United Arab Emirates,29,884,1882,0,0,10,2766,2776,2.373551057,,732507962.1,6.546,95306195,4.05959463,1650.018555,1.429,904.3981661,745.6204576,79.30036,29.11110893,24.46281586,2.53981558,850,17644699219,29705500000,,1.339470237,3.2,884,2,2.460000038,0
1004,2018,United Rep. of Tanzania,29,278322,39659,0,0,19024,317981,337005,,,747563761.3,116.926,1698386,4.15363026,42.03595352,6.419,15.82210423,9.10083841,54.28952,1.529357877,0.220618745,6.453116049,29000,818000000,2465000000,599968275.1,2.97948066,24.2,278322,5,2.20600009,50372773.53
1035,2018,Viet Nam,29,0,0,0,34110,0,0,34110,,24659691616,784477267,29.1518,47049671,5.03448868,163.1509552,6.317,67.91673632,93.57549448,68.56869,13.6002095,4.4965804,8.42298572,143000,5910000000,10080000000,5500000000,0.994310472,6.8,,8,1.159999967,24315229.47
135,2016,Brunei Darussalam,29,0,0,0,20524,0,0,20524,-2.477917718,5503227835,4877400.628,11.1058,1168609,2.54828691,692.0357056,4.251,657.573674,34.46210243,62.85225,8.604097189,17.67818009,-0.903529429,,499000000,144000000,403366488.7,1.168569854,2.5,,5,8.383000374,0
162,2019,Cabo Verde,29,0,0,0,115,0,0,115,5.66775246,406188933.3,8190023.103,71.6302,675482,4.93621731,177.8902741,5.576,116.9863605,48.72949226,55.03925,3.682617037,10.45778137,5.896135305,,107000000,567000000,9728061.09,1.128657862,15.4,,1,12.21899986,7133242.965
272,2019,Czechia,29,2054,1632,0,1394,413,3686,5493,,15972387403,232682266.7,11.8908,5446163.2,7.83470726,1844.217773,10.5,1503.00833,341.2094728,76.34054,34.98494603,13.97834957,2.626627037,,6034000000,7967000000,2910252497,0.393788864,2.5,2054,7,2.00999999,0
308,2019,Egypt,29,258391,69842,0,5,0,328233,328238,,25992644288,2023978367,52.353,13206889.61,4.73997355,149.8403168,5.778,41.6326191,106.6213246,60.05364,7.56956556,8.726570536,4.360496105,,3718000000,14256000000,3743671452,1.976280224,5.4,258391,5,7.840000153,56279405.31
343,2018,Fiji,29,0,17,0,0,0,17,17,3.81235097,405061575.8,29466653.28,49.1406,1670216,3.42045617,216.0964203,8.208,146.5608938,64.79284641,61.38188,1.475184016,8.661400389,,12000,160000000,1370000000,81378313.57,0.684860282,5.8,,5,4.333000183,11221590.13
366,2017,Gambia,29,8039,5,0,0,0,8044,8044,,-35494581.63,24253345.31,78.185,53735,4.14472675,28.17404747,8.044,7.21207259,7.20495608,47.75707,0.180677532,1.447227029,4.873185435,880,8500000,128000000,,2.969069585,11.9,8039,6,9.484999657,14774544.8
741,2017,Papua New Guinea,29,10018,0,0,0,0,10018,10018,3.534610818,,285339218.6,52.655,1864653,2.22970963,60.09675598,7.521,45.32049029,5.40783337,59.39568,0.213319782,1.872473642,,1400,168600006.1,15260000.23,80860755.52,1.990178796,25.1,10018,9,2.506999969,15653852.92
891,2019,Spain,29,57751,133030,0,4246,0,190781,195027,2.085191421,1.05E+11,461442127.7,7.2558,88237165.27,9.13213158,2711.192871,8.8,1914.631515,796.5612424,77.93588,33.41391156,42.02210696,1.946451615,23000,,,17189319301,0.714923608,2.5,57751,5,14.10000038,0
915,2019,Sweden,29,253787,28591,0,30305,0,282378,312683,1.986195874,64629128285,53419136.19,5.1692,50957868.6,10.86749268,5671.385742,8.6,4814.136238,857.2492162,81.99155,40.24085778,17.44642166,3.250205353,47,,,5839555791,1.013722263,2.5,253787,7,6.829999924,0
930,2016,Tajikistan,29,2724,431,0,17002,0,3155,20157,6.89999962,945849564.7,49703056.28,55.7464,1037897,7.00427723,56.20223236,5.078,16.05946368,37.22431072,53.43689,0.069255443,5.40192454,,2400,24600000.38,149600006.1,84590183.63,2.448550534,,2724,1,6.900000095,14846997.41
3,2019,Afghanistan,29,72227,247,2553390,0,447093,72474,3072957,3.911603419,,521580871.8,61.325,1066747.356,13.24220181,65.80603027,6.285,5.38899046,52.24943995,44.06497,0.051740516,0.353916384,,117000,168000000,85000000,225835643.9,2.313073349,25.6,72227,10,11.21700001,220480209
100,2018,Belize,29,29,3305,0,0,2774,3334,6108,2.906069731,-140353288.8,5733629.07,68.049,1297533.223,5.81922674,285.9703369,4.716,196.1819515,82.64608061,55.28901,6.436926836,5.447815157,1.789707623,,50000000,,24225825,1.922979057,6.2,29,4,6.644000053,1319906.311
101,2019,Belize,29,29,2144,0,0,3390,2173,5563,1.762797913,-126934279,5927905.813,67.611,1278187.556,5.96689224,293.4125977,4.756,205.0021173,79.63792804,55.47444,7.582880111,4.739300069,1.55516368,,45400001.53,,24472112.5,1.882598378,5.9,29,4,6.710999966,5598652.407
137,2018,Brunei Darussalam,29,0,0,0,20863,0,0,20863,0.052237791,6080644355,5064178.918,9.7116,1234455,2.41289377,763.1456909,4.445,726.0693933,37.07630221,69.63482,11.52826701,19.25294256,-4.640468944,,585000000,190000000,357708767.5,1.049642828,2.5,,12,8.699999809,0
330,2017,Eswatini,29,790,544,0,0,0,1334,1334,2.026578156,60929786.3,55040962.17,76.695,,6.98103666,273.3828735,9.843,138.7290098,69.73609034,58.62573,0.711234392,3.645076258,0.608414676,,74000000,13199999.81,87762823.13,0.966059893,12.4,790,4,22.75300026,6502625.406
331,2018,Eswatini,29,874,739,0,0,0,1613,1613,2.371610521,64666353.01,58220215.09,75.3554,51633,7.2573719,298.118927,9.376,144.3061466,65.81394557,58.71977,,,1.909607844,110,43000000,16399999.62,95863380.32,1.014213397,11.9,874,4,22.79199982,4411345.724
365,2016,Gambia,29,7936,0,0,0,0,7936,7936,,13622999.32,24676949.8,80.7266,44330,3.68266177,25.43909264,8.191,8.90946057,7.26383978,47.75618,0.174488725,1.766709971,2.449267415,4600,7199999.809,88000000,,2.988373007,11.7,7936,6,9.498000145,11181392.8
695,2019,Nicaragua,29,322,126,0,0,510,448,958,-3.674794578,2102402049,43270254.17,81.6196,,8.4039259,160.7587891,5.075,97.93086278,58.43802085,54.38673,3.32469534,3.495255215,-2.290486726,580,312000000,,76931506.85,1.229759088,19.3,322,2,5.210999966,10827970.27
903,2019,Sudan,29,1055489,15748,1885782,0,3691,1071237,2960710,-2.178251045,11822759688,603067175.6,57.599,530001,4.57356596,46.92884064,7.117,10.64696724,33.20448155,44.82932,0.07652306,0.321961165,-2.558024749,272000,,,722256177.4,2.39143409,12.3,1055489,3,17.65399933,114029335.8
950,2018,Trinidad and Tobago,29,784,9937,0,0,15,10721,10736,0.066049775,,34342842.69,29.3338,2458183,6.70954943,1143.170532,8.375,553.7059969,589.3266299,61.03242,24.62148602,22.98108491,,860,149000000,541000000,166008530.1,0.416814325,6.7,784,7,3.336999893,0
993,2019,United Arab Emirates,29,1242,7266,0,0,130,8508,8638,3.411538686,,1000371294,5.2276,93995208.09,4.27504921,1842.694458,1.521,963.6892756,879.0051283,80.75261,31.17494457,24.18090157,3.556420101,220,18382000000,38413300781,,1.438677058,3.7,1242,6,2.230000019,0
1034,2017,Viet Nam,29,0,0,0,29522,0,0,29522,,20326305326,709185812.6,30.929,42592762,4.71283436,140.165329,6.253,64.62774436,74.01686304,66.9796,11.91316998,4.635726174,5.801148982,633000,5040000000,8890000000,5073853534,1.020198501,7.2,,8,1.870000005,30042078.07
931,2017,Tajikistan,29,2521,440,0,10500,0,2961,13461,7.100001403,1468900071,49096517.63,57.076,580374,7.2288146,58.16766357,4.961,16.870901,36.84551303,54.34213,0.067565528,5.393981353,,4700,15100000.38,171600006.1,78305241.64,2.470450701,,2521,1,6.953999996,16742739.26
949,2017,Trinidad and Tobago,29,282,1975,0,0,15,2257,2272,-2.987340197,,33610792.09,30.09,2582961,6.99457884,1131.281738,8.261,591.5617932,539.7199144,61.15191,23.60997616,18.60072439,,200,147000000,717000000,201814603.3,0.470521283,6.8,282,7,3.275000095,0
1005,2019,United Rep. of Tanzania,29,242171,32028,0,0,23861,274199,298060,,,823002717.6,115.467,1498093,3.82769322,40.34330368,6.254,16.49381593,9.26753146,54.46329,1.792339801,0.131518647,8.5656739,11000,738200012.2,2624500000,618943445.6,2.960386246,25.1,242171,5,2.221999884,84389545.59
210,2019,China,29,303379,644,0,0,0,304023,304023,5.949714233,3.85E+12,63626691011,7.651,659629070,5.3502779,535.1333618,7.1,299.5625202,235.5672606,77.28424,31.33520101,13.32369742,6.121571712,4034000,,,2.40E+11,0.35474089,2.5,303379,3,4.519999981,47574015.11
70,2016,Bahrain,29,270,111,0,0,0,381,381,3.558128119,5966453730,48540670.5,13.493,5220218,4.86063528,1098.883545,2.355,674.3210194,424.5624762,68.7147,16.29866067,19.62866954,3.681789639,,3267000000,4021000000,1505534574,3.856576946,,270,1,1.190999985,0
71,2017,Bahrain,29,255,111,0,0,0,366,366,4.290949778,7854057796,53709823.49,13.368,5190484,4.74279165,1126.066895,2.368,652.8767458,473.1902147,69.09366,12.99552365,19.0292194,4.100428298,,3178000000,4380000000,1532712766,4.678047471,,255,1,1.182999969,0
72,2018,Bahrain,29,262,58,0,0,0,320,320,2.136701347,8800258230,57065975.56,13.239,5877003,4.14378214,994.1790161,2.385,584.8989124,409.2801251,70.13951,8.04844512,17.50509415,2.210266889,,2522000000,3834000000,1527659574,4.921024296,,262,1,1.200999975,0
520,2019,Kuwait,29,686,1079,0,92020,0,1765,93785,0.42746394,,269507739,7.5776,7385299,5.49601221,1758.674194,2.802,1529.363057,229.3110681,67.40473,2.010775637,13.86858781,0.325812979,,15839000000,1198000000,7373519737,1.672132226,2.5,686,1,2.167000055,0
951,2019,Trinidad and Tobago,29,2308,17364,0,0,200,19672,19872,-1.246427336,,36799943.72,28.5776,2583595,7.02007389,1167.933105,8.5,537.0000527,630.1924148,61.29128,24.32591885,23.82053273,,48,133000000,481000000,172525849.3,0.368284069,6.7,2308,7,3.421999931,0
790,2018,Rep. of Moldova,28,409,93,0,4451,0,502,4953,,244193613.4,22553633.78,22.1802,1423791,6.58753443,276.4714356,11.61,156.278295,112.6810518,73.12546,15.37866762,27.34983504,3.381984169,,438000000,500000000,37404689.53,-1.718541419,,409,8,4.110000134,6392826.08
843,2018,Sierra Leone,28,591,0,0,0,0,591,591,3.46460214,-661878368.1,109200011.4,110.2282,,8.28987408,44.26722717,11.745,4.10468102,27.38200624,47.24268,,0.056887773,-2.048565061,,61000000,39000000,29622478.1,2.136636265,25.7,591,5,4.659999847,20272966.47
788,2016,Rep. of Moldova,28,419,75,0,4776,0,494,5270,,490209552.6,20558818.17,23.0854,936254,7.53552246,171.1847687,11.452,83.52591214,81.33397884,72.5204,13.70884816,28.80679802,4.126341667,,334000000,344000000,27431006.08,-1.148202158,,419,8,4.019999981,4728466.207
565,2016,Lithuania,28,1284,147,0,3466,0,1431,4897,2.518828273,2076098887,44636953.92,11.3688,1046012,6.63746214,988.5279541,14.3,650.0319077,336.1983102,79.21677,29.68486173,18.37205496,3.74189964,,,,635448102.4,-1.270694533,2.5,1284,6,7.860000134,0
789,2017,Rep. of Moldova,28,391,61,0,4569,0,452,5021,,473224096.5,19198501.45,22.415,1092606,7.01328516,243.9454041,11.528,123.4720057,109.0097423,72.72602,14.39348481,28.17588758,4.921357003,,380000000,442000000,30926160.54,-1.691932579,,391,8,4.099999905,5807700.244
996,2016,United Kingdom of Great Britain and Northern Ireland,28,118973,43496,0,64,0,162469,162533,,-61582260778,1279667543,14.3918,143781714,9.87313271,4067.175781,9.1,3265.410279,801.3048981,83.34108,38.42293963,49.22233788,2.115020455,1200,,,53327327634,0.757874493,2.5,118973,7,4.809999943,0
1046,2017,Zambia,28,41266,4675,0,0,22394,45941,68335,3.504336096,5139845565,245578417.7,120.112,154573,4.37697697,67.19523621,6.633,27.10675549,12.81697724,64.23311,0.213082084,0.60191298,,2800,410000000,,339664531.4,2.951463048,,41266,11,11.63000011,37568565.46
99,2017,Belize,28,0,3120,0,0,2774,3120,5894,1.813682033,-87202337.82,5807607.002,68.487,1285642,5.79241371,282.5537415,4.681,193.971579,84.04257763,55.27374,5.057894611,5.610893927,1.138496818,,53000000,,23055950,1.982397008,6.7,,4,6.599999905,2293037.586
529,2016,Latvia,28,340,151,0,242736,0,491,243227,2.367609543,-40258673.81,32576365.08,15.9946,2843133,6.13591957,874.7977295,14.6,488.5323903,385.9181012,80.59931,26.29605129,18.38354102,4.600719602,,,,404552452.2,-0.913885332,2.5,340,9,9.640000343,0
440,2017,Iceland,28,361,327,0,85,0,688,773,4.194948829,1759539353,3598443.112,6.269,7242611,8.30908108,6144.546387,6.5,5036.493596,1108.052993,78.99464,40.25921595,43.72489855,,50,,,0,2.345582676,2.5,361,4,2.74000001,0
566,2017,Lithuania,28,1577,249,0,3193,0,1826,5019,4.282596951,3384468805,42283475.42,10.854,1069268,6.47513723,1083.303345,14.2,705.8475095,375.8211807,80.63462,28.072154,17.1115697,4.232636373,,,,812106965,-1.398322201,2.5,1577,6,7.070000172,0
567,2018,Lithuania,28,1731,273,0,3039,0,2004,5043,3.993310328,4385198061,47816939.69,10.2026,26031,6.53385353,1249.031006,14.1,824.2590393,420.8638105,80.95864,28.15668213,15.2454749,3.378209798,,,,1056383745,-0.954190459,2.5,1731,6,6.150000095,0
914,2018,Sweden,28,248210,37892,0,31819,0,286102,317921,1.950022846,63391304401,56776548.88,5.1226,,10.94106293,6005.065918,9.1,5091.372468,913.693845,82.01848,39.5330035,21.70067746,1.554190212,130,,,5732822794,1.16164516,2.5,248210,7,6.360000134,0
997,2017,United Kingdom of Great Britain and Northern Ireland,28,121821,40354,0,97,0,162175,162272,,-20813191529,1217771671,13.37,151159067,9.80787468,3966.05835,9.2,3159.395943,806.1629527,83.21535,39.02955486,47.60858502,3.025863588,6200,,,51633539217,0.679374474,2.5,121821,7,4.329999924,0
1047,2018,Zambia,28,49877,3300,0,0,22842,53177,76019,4.034493897,6582342307,257334789.4,118.3048,16633.13894,5.03271484,76.31442261,6.456,29.76423856,12.68747921,65.7117,0.416258734,0.578870968,,21,478000000,,378025431,2.912653263,,49877,11,12.01000023,31790151.86
227,2016,Congo,28,46454,6672,15303,0,3155,53126,71584,,189773646,132190190.2,113.4524,577780,2.79067516,56.93314743,6.987,24.57038114,29.45125652,38.45264,,0.341297202,-13.09126485,,457000000,42900001.53,501812144.9,2.53956659,34.6,46454,6,20.55900002,11236822.5
530,2017,Latvia,28,653,54,0,233571,0,707,234278,3.31308889,364708703,33467913.91,16.171,3441024,5.97031736,932.5015869,14.8,533.0692571,397.9041765,79.99279,26.97057091,17.54377153,3.480719422,,,,482461999.1,-0.886215573,2.5,653,9,8.720000267,0
542,2017,Lesotho,28,55,28,0,0,0,83,83,-3.141949946,202275175.3,45691944.06,92.726,,10.08778667,110.8682709,14.656,61.12754721,17.74979756,58.56005,0.230500676,0.50857409,-3.484372619,,307000000,,52594810.37,0.791589928,26,55,5,23.20000076,9543798.074
601,2016,Malta,28,7941,868,0,0,0,8809,8809,4.090917429,1478325294,5810601.66,12.9606,1500824,8.94369507,2321.15332,7.3,1462.982172,858.1712106,64.77862,39.27176752,53.74217204,-0.618017082,,,,59672922.99,2.288615441,2.5,7941,2,4.690000057,0
602,2017,Malta,28,7994,1349,0,11,0,9343,9354,8.119425289,1987241440,6004502.333,12.879,1575125,8.89494133,2551.716064,7.6,1604.952903,946.7631978,65.21409,41.40313701,54.86684036,7.45845045,,,,64235888.17,2.738662856,2.5,7994,2,4,0
603,2018,Malta,28,8579,1860,0,11,0,10439,10450,5.179224796,2397946522,6940921.867,12.4966,2576898,8.81080437,2753.510986,7.6,1747.868469,1005.193632,65.4975,43.6730503,58.15325283,8.328529317,,,,66869091.04,3.491955403,2.5,8579,2,3.660000086,0
841,2016,Sierra Leone,28,683,5,0,0,0,688,688,6.055474029,-711219118.6,108270633.1,115.5808,,16.5259552,87.09645844,12.294,9.7309965,41.66134717,47.21918,,0.2319605,-4.147946997,,36500000,41000000,37414732.17,2.164620088,25.4,683,5,4.663000107,29212435.32
998,2018,United Kingdom of Great Britain and Northern Ireland,28,126708,45234,0,125,0,171942,172067,,-36991853253,1306046131,12.641,165388610,9.90384102,4270.221191,9.2,3389.788368,879.8400366,83.55123,39.59851528,46.93209661,1.607617954,160,,,55680228215,0.605929132,2.5,126708,7,4,0
544,2019,Lesotho,28,143,78,0,0,0,221,221,-0.381431982,280605026.1,43719181.89,92.43,,11.26946354,124.193634,13.926,54.07115002,17.60712278,59.4294,0.217290243,0.609287864,-0.474788723,,323000000,,44845967.46,0.800269955,23.5,143,5,22.44000053,21133992.85
791,2019,Rep. of Moldova,28,417,94,0,3500,0,511,4011,,419879951.5,19104095.89,21.9454,1408166,6.3779459,284.3071289,11.694,169.6931692,104.9602535,74.39091,16.58388287,26.50121944,4.117991335,,479000000,527000000,43009328.57,-1.609507557,,417,8,5.099999905,10774154.28
820,2016,Samoa,28,5,0,0,0,0,5,5,8.126249353,,7713402.714,24.759,116167,5.4250021,227.1250916,5.372,174.0249777,28.42453425,60.03645,1.114966458,4.975454288,,63,2099999.905,148699996.9,,0.530860672,4.7,5,5,8.30700016,2022843.313
1020,2016,Uzbekistan,28,26,0,0,86524,0,26,86550,5.9321508,13377437389,465440182,23.79,2383631,4.96638346,129.1727753,4.9,56.30999934,71.61721599,62.09399,8.734755262,10.85474215,,,1832000000,579000000,,1.738849262,2.5,26,6,5.199999809,10716171.21
1048,2019,Zambia,28,57518,5081,0,0,23275,62599,85874,1.441306026,5365620124,200492532.4,116.4976,17505.68964,5.31220293,69.32437897,6.321,27.78617575,11.24041905,66.93648,0.497681265,0.541508524,,1300,511000000,,292072462.6,2.893017737,,57518,11,12.52000046,65108142.73
338,2019,Ethiopia,28,733123,1677,1733628,0,392,734800,2468820,8.364085699,,673930649.5,63.4226,12631216,3.23808599,26.74220467,6.418,6.07131503,11.55046904,47.97613,,,8.067863847,504000,661000000,3529000000,544839429.8,2.579697088,16.2,733123,3,2.325999975,246984420.2
406,2019,Guinea,28,4964,1980,0,0,0,6944,6944,5.646175568,-653159590.6,189121274.3,131.436,,3.98389959,43.03782272,8.225,9.69383403,28.69743497,49.42922,0.009787612,,4.044594615,18,419500000,10399999.62,197754330.7,2.834784817,,4964,6,5.019999981,63385882.23
532,2019,Latvia,28,665,41,0,216851,0,706,217557,2.484326355,152398415.1,42070262.41,15.4318,4976410,6.57814217,1166.797852,14.5,706.5869746,457.0682015,80.28054,26.68917626,11.93742418,3.175002103,,,,691894312.6,-0.69523914,2.5,665,9,6.309999943,0
541,2016,Lesotho,28,46,5,0,0,0,51,51,3.588364597,158150901.3,40526134.95,91.9832,,8.75972462,89.53188324,15.157,51.89301051,15.81929794,58.01146,0.107468326,1.983489395,4.742017601,,262000000,,41489543.36,0.775514209,28.3,46,5,23.47500038,9109486.997
568,2019,Lithuania,28,1822,408,0,2904,0,2230,5134,4.573771737,4763031759,49459464.87,9.5512,40944,7.00600433,1369.979492,13.7,891.7028283,473.3369009,81.61948,28.6924646,13.34285394,4.852008863,,,,1093819973,-0.264704355,2.5,1822,6,6.260000229,0
832,2019,Senegal,28,14467,1791,0,0,0,16258,16258,4.402406836,,293960281.9,68.707,457722,4.13226938,59.09758377,5.596,14.79427458,33.70457409,59.275,0.933011806,1.273854708,4.154091965,4400,,,356820796,2.749962203,7.5,14467,6,2.859999895,37667864.7
869,2018,Solomon Islands,28,0,5,0,0,0,5,5,3.94424955,,35916053.26,78.4116,427806,3.99611521,96.3806076,4.252,75.07428537,3.45527706,55.20356,0.227921275,1.138074647,4.708835029,1100,53000000,92000000,,2.611085225,17,,10,0.723999977,4034780.501
948,2016,Trinidad and Tobago,28,104,202,0,0,6,306,312,-5.601818139,,33190206.96,31.033,2598521,6.83270836,1110.366089,8.159,556.4820821,553.0754553,61.34535,18.55302128,19.7586312,,,230000000,708000000,216276660,0.526294978,6.8,104,7,3.210000038,0
990,2016,United Arab Emirates,28,888,605,0,0,0,1493,1493,2.984216091,,596530511.6,8.5908,91763598,3.46601534,1322.004272,1.398,953.5337233,368.4705745,77.43435,13.86163628,24.41847969,3.068097447,,17127259766,28657400391,,1.053270899,2.9,888,2,1.639999986,0
992,2018,United Arab Emirates,28,1167,6500,0,0,97,7667,7764,1.189855642,,799002378,5.8868,95758342,4.14545679,1817.347656,1.47,937.359934,879.9878033,81.58883,31.40460882,24.31109924,0.806586008,,18004099609,34609500000,,1.503937821,3.4,1167,6,2.351999998,0
999,2019,United Kingdom of Great Britain and Northern Ireland,28,133083,61947,0,161,0,195030,195191,,-39812331564,1274368609,11.912,142392528,10.15402699,4312.88916,9,3427.367792,884.8792134,83.54968,39.79252859,47.98151558,2.797579846,12000,,,56856133066,0.564131113,2.5,133083,7,3.74000001,0
1021,2017,Uzbekistan,28,20,0,0,85555,0,20,85575,4.395274633,14992235106,328283199.4,23.79,2581865,5.07679939,93.00417328,5,38.59485558,53.42837857,66.61398,10.38871194,10.777075,,,2107000000,835000000,,1.683506325,2.5,20,6,5.800000191,14341379.83
64,2016,Bahamas,28,9,17,0,0,0,26,26,,2035805988,15776630.24,30.5602,937476,5.62038803,1774.021729,6.689,863.1836909,901.1631181,56.94715,22.52480618,32.03979573,-0.463693436,3500,440000000,3091000000,,0.990005733,,9,6,12.69999981,0
65,2017,Bahamas,28,8,15,0,0,0,23,23,,1536470133,15486735.33,30.001,921470,6.6088872,2162.423584,6.72,1196.873416,955.2940298,58.61968,22.75490825,29.823316,1.834052414,1600,554000000,2951000000,,1.007285341,,8,6,9.800000191,0
66,2018,Bahamas,28,14,24,0,0,0,38,38,,1435487143,15754634.59,29.2254,1830394.862,5.92999935,2002.412964,6.771,1000.115779,991.6506905,59.38844,21.05814535,29.42015419,0.345340854,230,519000000,3756000000,,1.012800167,,14,6,10,0
284,2019,Denmark,28,37533,1462,0,8672,0,38995,47667,2.114664208,52659878057,159093968.8,4.215,50957868.6,9.95583057,6003.325195,9.3,5000.148553,1003.176907,85.28856,43.94598914,17.3864442,2.278986023,,,,4556755136,0.358130916,2.5,37533,8,5.019999981,0
604,2019,Malta,28,8908,3793,0,0,0,12701,12701,5.539566337,2278713903,7329955.264,12.1142,2382607.8,8.21444321,2531.910889,7.3,1597.700122,933.8024436,66.13941,45.98680207,58.32296331,5.413132274,,,,83636363.64,3.931356319,2.5,8908,2,3.619999886,0
844,2019,Sierra Leone,28,441,0,0,0,0,441,441,5.254241203,-400996984.1,95461536.47,107.6284,,8.74976635,46.15795517,11.512,6.46398056,25.85478375,47.45831,,0.006092242,12.54485081,5300,83000000,,25641867.78,2.10903822,26.2,441,5,4.649000168,59344760.03
860,2019,Slovakia,28,965,5,0,1523,0,970,2493,,4566368604,126745401.4,26.1864,,6.9586463,1342.074829,9.8,1057.7686,284.293835,75.58542,29.2574161,12.37484683,1.957428758,,2811000000,3350000000,1802507837,0.135328073,4,965,7,5.75,0
1023,2019,Uzbekistan,28,13,0,0,97346,0,13,97359,5.709632222,15999280603,301937992.1,24.6288,3685192,5.61760426,98.57316589,4.6,40.9931661,57.52768604,69.87898,13.93882902,10.77357527,,,2753000000,1679000000,,1.876470167,2.5,13,6,5.849999905,25065044.16
278,2019,Dem. Rep. of the Congo,28,523733,3192,5014253,0,0,526925,5541178,,8364833005,818245679.7,120.9912,550457.8926,3.53626084,20.57073212,9.292,3.2538868,9.32993526,36.20973,0.013711167,0,3.943842615,233000,,,352709565.6,3.187086265,41.7,523733,6,4.451000214,404241035.2
